POID,Date,TruckID,PartName,Quantity,UnitCost,TotalCost
PO00886,3/23/2024,2519,Fuse,3,9.02,27.06
PO00887,3/23/2024,2519,Belt,4,36.45,145.8
PO00888,3/18/2024,2519,Headlight,3,84.69,254.07
PO00889,3/22/2024,2519,EGR Valve,2,295.33,590.66
PO00890,3/22/2024,2519,Turbocharger,4,1053.69,4214.76
PO00891,3/22/2024,2519,Transmission Fluid,4,49.76,199.04
PO00892,3/25/2024,2519,Fuse,3,4.6,13.8
PO00893,3/25/2024,2519,Brake Pads,2,133.49,266.98
PO00894,3/25/2024,2519,Air Hose,2,23.47,46.94
PO00895,3/14/2024,2520,Tire,2,364.58,729.16
PO00896,3/14/2024,2520,Suspension Kit,1,241.36,241.36
PO00897,3/14/2024,2520,Fuse,4,6.59,26.36
PO00898,3/14/2024,2520,Brake Pads,1,96.94,96.94
PO00899,3/22/2024,2520,Engine Oil,4,30.02,120.08
PO00900,3/26/2024,2520,Headlight,2,72.14,144.28
PO00901,3/26/2024,2520,Air Filter,1,19.29,19.29
PO00902,3/26/2024,2520,EGR Valve,4,235.29,941.16
PO00903,3/8/2024,2520,Headlight,1,86.68,86.68
PO00904,3/21/2024,2520,Engine Oil,2,66.33,132.66
PO00905,3/21/2024,2520,Transmission Fluid,3,26.22,78.66
PO00906,4/7/2024,2501,Coolant,2,28.72,57.44
PO00907,4/7/2024,2501,Fuel Filter,3,10.04,30.12
PO00908,4/17/2024,2501,Fuse,3,5.28,15.84
PO00909,4/17/2024,2501,Suspension Kit,3,370.47,1111.41
PO00910,4/17/2024,2501,Coolant,1,26.69,26.69
PO00911,4/20/2024,2501,Brake Pads,2,145.86,291.72
PO00912,4/20/2024,2501,Transmission Fluid,4,40.41,161.64
PO00913,4/9/2024,2501,Fuel Filter,4,14.56,58.24
PO00914,4/9/2024,2501,Turbocharger,3,1230.56,3691.68
PO00915,4/9/2024,2501,Engine Oil,3,39.03,117.09
PO00916,4/9/2024,2501,Headlight,3,61.37,184.11
PO00917,4/12/2024,2502,Tire,3,492.6,1477.8
PO00918,4/7/2024,2502,Fuse,3,4.34,13.02
PO00919,4/7/2024,2502,Tire,1,344.59,344.59
PO00920,4/7/2024,2502,Suspension Kit,1,280.96,280.96
PO00921,4/20/2024,2502,Fuse,1,6.12,6.12
PO00922,4/20/2024,2502,Air Hose,1,36.95,36.95
PO00923,4/26/2024,2502,EGR Valve,3,203.21,609.63
PO00924,4/26/2024,2502,Tire,4,372.16,1488.64
PO00925,4/8/2024,2502,Engine Oil,1,68.06,68.06
PO00926,4/8/2024,2502,Tire,3,304.82,914.46
PO00927,4/4/2024,2502,Brake Pads,2,90.03,180.06
PO00928,4/23/2024,2502,Transmission Fluid,3,32.63,97.89
PO00929,4/23/2024,2502,Oil Filter,2,13.1,26.2
PO00930,4/23/2024,2502,Suspension Kit,2,296.42,592.84
PO00931,4/25/2024,2503,Air Hose,4,27.31,109.24
PO00932,4/25/2024,2503,EGR Valve,3,276.44,829.32
PO00933,4/25/2024,2503,Headlight,1,58.12,58.12
PO00934,4/7/2024,2503,Turbocharger,2,1140.75,2281.5
PO00935,4/7/2024,2503,Coolant,2,38.72,77.44
PO00936,4/7/2024,2503,Brake Pads,3,99.6,298.8
PO00937,4/15/2024,2503,Headlight,2,77.66,155.32
PO00938,4/15/2024,2503,Oil Filter,2,9.77,19.54
PO00939,4/9/2024,2503,Tire,2,533.15,1066.3
PO00940,4/9/2024,2503,Fuel Filter,3,18.27,54.81
PO00941,4/9/2024,2503,Coolant,1,41.76,41.76
PO00942,4/25/2024,2503,Suspension Kit,3,253.94,761.82
PO00943,4/15/2024,2503,EGR Valve,1,254.01,254.01
PO00944,4/15/2024,2503,Fuel Filter,1,14.29,14.29
PO00945,4/21/2024,2503,Suspension Kit,4,292.2,1168.8
PO00946,4/21/2024,2503,EGR Valve,1,208.98,208.98
PO00947,4/27/2024,2503,Fuse,4,2.36,9.44
PO00948,4/27/2024,2503,Tire,1,597.86,597.86
PO00949,4/22/2024,2503,Fuel Filter,2,19.6,39.2
PO00950,4/22/2024,2503,Brake Pads,2,83.55,167.1
PO00951,4/21/2024,2503,Turbocharger,4,1304.96,5219.84
PO00952,4/21/2024,2503,Engine Oil,4,67.68,270.72
PO00953,4/21/2024,2503,Transmission Fluid,2,26.35,52.7
PO00954,4/9/2024,2504,Suspension Kit,2,213.16,426.32
PO00955,4/9/2024,2504,Belt,4,36.18,144.72
PO00956,4/9/2024,2504,Engine Oil,2,63.59,127.18
PO00957,4/6/2024,2504,Tire,2,416.18,832.36
PO00958,4/20/2024,2504,Belt,1,28.37,28.37
PO00959,4/15/2024,2504,Coolant,4,46.89,187.56
PO00960,4/15/2024,2504,Air Filter,1,17.22,17.22
PO00961,4/15/2024,2504,Turbocharger,4,875.12,3500.48
PO00962,4/4/2024,2504,Brake Pads,1,56.49,56.49
PO00963,4/4/2024,2504,Belt,2,39.27,78.54
PO00964,4/4/2024,2504,Suspension Kit,3,246,738
PO00965,4/3/2024,2505,Oil Filter,2,13.86,27.72
PO00966,4/4/2024,2505,Fuse,1,8.99,8.99
PO00967,4/4/2024,2505,Oil Filter,2,6.49,12.98
PO00968,4/4/2024,2505,Transmission Fluid,1,59.87,59.87
PO00969,4/8/2024,2505,Turbocharger,3,1135.95,3407.85
PO00970,4/8/2024,2505,Fuse,2,7.08,14.16
PO00971,4/13/2024,2505,Belt,4,25.18,100.72
PO00972,4/13/2024,2505,Coolant,1,23.06,23.06
PO00973,4/13/2024,2505,Brake Pads,4,90.08,360.32
PO00974,4/11/2024,2505,Fuse,2,4.68,9.36
PO00975,4/24/2024,2505,Fuel Filter,1,22.68,22.68
PO00976,4/24/2024,2505,Air Hose,2,38.27,76.54
PO00977,4/24/2024,2505,Brake Pads,1,99.3,99.3
PO00978,4/23/2024,2505,Air Hose,3,28.65,85.95
PO00979,4/23/2024,2505,EGR Valve,3,251.42,754.26
PO00980,4/23/2024,2505,Fuse,3,5.15,15.45
PO00981,4/16/2024,2505,Fuse,1,9.54,9.54
PO00982,4/16/2024,2505,Air Hose,3,33.24,99.72
PO00983,4/16/2024,2505,Fuel Filter,4,27.57,110.28
PO00984,4/5/2024,2505,Engine Oil,2,69.38,138.76
PO00985,4/5/2024,2506,Tire,3,467.7,1403.1
PO00986,4/5/2024,2506,Fuel Filter,3,28.94,86.82
PO00987,4/1/2024,2506,Brake Pads,4,127.66,510.64
PO00988,4/19/2024,2506,Coolant,3,33.33,99.99
PO00989,4/19/2024,2506,Suspension Kit,3,273.63,820.89
PO00990,4/19/2024,2506,Turbocharger,3,1329.54,3988.62
PO00991,4/26/2024,2506,Turbocharger,1,940.38,940.38
PO00992,4/3/2024,2506,Air Filter,1,16.84,16.84
PO00993,4/3/2024,2506,Brake Pads,2,95.22,190.44
PO00994,4/3/2024,2506,Oil Filter,2,6.74,13.48
PO00995,4/15/2024,2506,Turbocharger,2,1496.39,2992.78
PO00996,4/15/2024,2506,Air Hose,1,22.05,22.05
PO00997,4/20/2024,2506,Air Hose,4,17.41,69.64
PO00998,4/15/2024,2507,Air Hose,1,35.26,35.26
PO00999,4/27/2024,2507,EGR Valve,1,255.85,255.85
PO01000,4/26/2024,2507,Brake Pads,3,130.91,392.73
PO01001,4/26/2024,2507,Fuel Filter,2,22.01,44.02
PO01002,4/26/2024,2507,Transmission Fluid,3,58.36,175.08
PO01003,4/21/2024,2507,Oil Filter,3,5.15,15.45
PO01004,4/28/2024,2507,Belt,4,38.27,153.08
PO01005,4/19/2024,2507,Air Hose,1,25.31,25.31
PO01006,4/4/2024,2507,Belt,2,40.06,80.12
PO01007,4/17/2024,2507,Air Filter,2,16.23,32.46
PO01008,4/17/2024,2507,Brake Pads,3,98.36,295.08
PO01009,4/7/2024,2507,Oil Filter,4,12.8,51.2
PO01010,4/7/2024,2507,EGR Valve,4,153.04,612.16
PO01011,4/7/2024,2507,Engine Oil,2,39.53,79.06
PO01012,4/1/2024,2508,Belt,1,35.89,35.89
PO01013,4/1/2024,2508,Air Hose,3,29.18,87.54
PO01014,4/18/2024,2508,EGR Valve,2,277.85,555.7
PO01015,4/18/2024,2508,Air Filter,2,15.88,31.76
PO01016,4/16/2024,2508,Oil Filter,2,7.66,15.32
PO01017,4/16/2024,2508,Engine Oil,2,54.57,109.14
PO01018,4/13/2024,2508,Tire,1,441.48,441.48
PO01019,4/6/2024,2508,Coolant,1,48.58,48.58
PO01020,4/6/2024,2508,Suspension Kit,4,330.66,1322.64
PO01021,4/5/2024,2508,Brake Pads,2,107.3,214.6
PO01022,4/5/2024,2508,Fuel Filter,2,16.83,33.66
PO01023,4/5/2024,2508,Air Filter,1,10.12,10.12
PO01024,4/11/2024,2508,Suspension Kit,2,299.4,598.8
PO01025,4/11/2024,2508,Brake Pads,2,104.77,209.54
PO01026,4/11/2024,2508,Coolant,3,39.14,117.42
PO01027,4/11/2024,2508,Fuel Filter,4,10.9,43.6
PO01028,4/11/2024,2508,Oil Filter,1,9.77,9.77
PO01029,4/11/2024,2508,Oil Filter,2,9.81,19.62
PO01030,4/11/2024,2508,Turbocharger,1,883.35,883.35
PO01031,4/14/2024,2508,EGR Valve,3,165.74,497.22
PO01032,4/14/2024,2508,Coolant,2,39,78
PO01033,4/5/2024,2509,Fuse,1,5.7,5.7
PO01034,4/5/2024,2509,Belt,1,48.05,48.05
PO01035,4/5/2024,2509,Tire,1,482.94,482.94
PO01036,4/28/2024,2509,Suspension Kit,3,312.15,936.45
PO01037,4/28/2024,2509,Oil Filter,1,7.64,7.64
PO01038,4/28/2024,2509,Belt,1,43.46,43.46
PO01039,4/26/2024,2509,EGR Valve,3,256.51,769.53
PO01040,4/26/2024,2509,Fuel Filter,2,27.58,55.16
PO01041,4/26/2024,2509,Coolant,4,40.8,163.2
PO01042,4/5/2024,2509,Engine Oil,2,68.05,136.1
PO01043,4/5/2024,2509,Air Filter,1,22.2,22.2
PO01044,4/1/2024,2509,EGR Valve,4,157.44,629.76
PO01045,4/7/2024,2509,Air Filter,4,12.98,51.92
PO01046,4/7/2024,2509,Transmission Fluid,4,48.87,195.48
PO01047,4/23/2024,2509,Suspension Kit,2,234.03,468.06
PO01048,4/23/2024,2509,Headlight,4,82.57,330.28
PO01049,4/23/2024,2509,Belt,4,22.69,90.76
PO01050,4/15/2024,2509,EGR Valve,4,273.23,1092.92
PO01051,4/15/2024,2509,Turbocharger,4,1157.07,4628.28
PO01052,4/15/2024,2509,Headlight,3,63.6,190.8
PO01053,4/23/2024,2509,Transmission Fluid,1,51.1,51.1
PO01054,4/18/2024,2510,EGR Valve,3,190.92,572.76
PO01055,4/18/2024,2510,Fuel Filter,1,23.82,23.82
PO01056,4/2/2024,2510,Turbocharger,2,1401.81,2803.62
PO01057,4/2/2024,2510,Air Hose,4,33.43,133.72
PO01058,4/2/2024,2510,Belt,2,26.06,52.12
PO01059,4/22/2024,2510,Turbocharger,1,1200.79,1200.79
PO01060,4/22/2024,2510,Oil Filter,2,13.23,26.46
PO01061,4/11/2024,2510,Engine Oil,2,79.9,159.8
PO01062,4/11/2024,2510,Fuel Filter,4,24.32,97.28
PO01063,4/11/2024,2510,Suspension Kit,4,240.53,962.12
PO01064,4/10/2024,2510,Fuse,1,9.35,9.35
PO01065,4/10/2024,2510,Coolant,2,21.7,43.4
PO01066,4/10/2024,2510,Air Filter,1,15.62,15.62
PO01067,4/13/2024,2510,Coolant,1,49.13,49.13
PO01068,4/17/2024,2510,Headlight,3,66.82,200.46
PO01069,4/17/2024,2510,Headlight,2,42.33,84.66
PO01070,4/3/2024,2511,Air Hose,2,25.16,50.32
PO01071,4/3/2024,2511,Tire,4,506,2024
PO01072,4/25/2024,2511,EGR Valve,3,156.29,468.87
PO01073,4/25/2024,2511,Engine Oil,4,74.14,296.56
PO01074,4/22/2024,2511,EGR Valve,4,199.04,796.16
PO01075,4/22/2024,2511,Turbocharger,2,896.25,1792.5
PO01076,4/14/2024,2511,Tire,4,426.62,1706.48
PO01077,4/14/2024,2511,Fuel Filter,1,24.63,24.63
PO01078,4/11/2024,2511,Turbocharger,3,925.1,2775.3
PO01079,4/11/2024,2511,Headlight,4,68.39,273.56
PO01080,4/8/2024,2512,Air Hose,3,22.15,66.45
PO01081,4/8/2024,2512,Turbocharger,4,1159.5,4638
PO01082,4/28/2024,2512,Air Filter,3,20.06,60.18
PO01083,4/22/2024,2512,Air Filter,1,20.82,20.82
PO01084,4/22/2024,2512,Turbocharger,4,1055.56,4222.24
PO01085,4/22/2024,2512,Air Hose,4,22.07,88.28
PO01086,4/19/2024,2512,Fuse,3,7.37,22.11
PO01087,4/19/2024,2512,Oil Filter,1,5.94,5.94
PO01088,4/4/2024,2512,Headlight,4,53.2,212.8
PO01089,4/27/2024,2512,Air Hose,3,23.37,70.11
PO01090,4/26/2024,2513,Suspension Kit,4,285.98,1143.92
PO01091,4/26/2024,2513,Turbocharger,3,1014.03,3042.09
PO01092,4/26/2024,2513,Engine Oil,3,79.66,238.98
PO01093,4/20/2024,2513,EGR Valve,2,244.37,488.74
PO01094,4/7/2024,2513,Air Hose,1,16.42,16.42
PO01095,4/7/2024,2513,Tire,2,557.01,1114.02
PO01096,4/16/2024,2513,Engine Oil,3,63.43,190.29
PO01097,4/16/2024,2513,EGR Valve,3,172.17,516.51
PO01098,4/16/2024,2513,Air Filter,3,18.27,54.81
PO01099,4/5/2024,2513,EGR Valve,3,194.77,584.31
PO01100,4/5/2024,2513,Turbocharger,2,1401.35,2802.7
PO01101,4/11/2024,2513,Transmission Fluid,2,36.86,73.72
PO01102,4/2/2024,2514,Fuel Filter,2,18.64,37.28
PO01103,4/2/2024,2514,Fuse,3,10,30
PO01104,4/17/2024,2514,Tire,1,309.08,309.08
PO01105,4/17/2024,2514,Transmission Fluid,1,52.25,52.25
PO01106,4/17/2024,2514,Coolant,4,40.19,160.76
PO01107,4/1/2024,2514,Air Filter,2,15.05,30.1
PO01108,4/27/2024,2514,Engine Oil,2,71.99,143.98
PO01109,4/4/2024,2514,Air Hose,2,31.48,62.96
PO01110,4/20/2024,2514,Air Hose,4,26.44,105.76
PO01111,4/20/2024,2514,Fuel Filter,4,10.81,43.24
PO01112,4/6/2024,2514,Fuel Filter,4,22.98,91.92
PO01113,4/18/2024,2515,Brake Pads,2,67.08,134.16
PO01114,4/7/2024,2515,Engine Oil,1,77.04,77.04
PO01115,4/7/2024,2515,Belt,2,24.91,49.82
PO01116,4/22/2024,2515,Brake Pads,3,140.04,420.12
PO01117,4/27/2024,2515,Transmission Fluid,4,48.15,192.6
PO01118,4/27/2024,2515,Oil Filter,3,8.29,24.87
PO01119,4/27/2024,2515,Brake Pads,2,62.82,125.64
PO01120,4/15/2024,2515,EGR Valve,4,276.5,1106
PO01121,4/21/2024,2515,Engine Oil,1,69.7,69.7
PO01122,4/21/2024,2515,Turbocharger,2,1123.44,2246.88
PO01123,4/4/2024,2515,Fuse,4,2.93,11.72
PO01124,4/4/2024,2515,Transmission Fluid,2,58.87,117.74
PO01125,4/16/2024,2515,EGR Valve,1,211.62,211.62
PO01126,4/16/2024,2515,Headlight,1,65.01,65.01
PO01127,4/16/2024,2515,Coolant,3,47.02,141.06
PO01128,4/19/2024,2515,Fuse,3,5.68,17.04
PO01129,4/19/2024,2515,Brake Pads,3,145.55,436.65
PO01130,4/19/2024,2515,Fuel Filter,1,26.27,26.27
PO01131,4/19/2024,2515,Tire,4,545.48,2181.92
PO01132,4/19/2024,2515,Transmission Fluid,3,35.25,105.75
PO01133,4/19/2024,2515,EGR Valve,2,197.3,394.6
PO01134,4/27/2024,2516,Tire,3,555.62,1666.86
PO01135,4/27/2024,2516,Fuel Filter,3,11.78,35.34
PO01136,4/27/2024,2516,Suspension Kit,2,272.36,544.72
PO01137,4/10/2024,2516,Turbocharger,1,1052.34,1052.34
PO01138,4/18/2024,2516,EGR Valve,3,257.43,772.29
PO01139,4/12/2024,2516,Engine Oil,4,33.02,132.08
PO01140,4/12/2024,2516,Fuel Filter,1,13.15,13.15
PO01141,4/10/2024,2516,Oil Filter,2,12.03,24.06
PO01142,4/10/2024,2516,EGR Valve,1,198.77,198.77
PO01143,4/10/2024,2516,Transmission Fluid,1,40.92,40.92
PO01144,4/8/2024,2516,Suspension Kit,1,298.9,298.9
PO01145,4/8/2024,2516,Tire,3,584.5,1753.5
PO01146,4/8/2024,2516,Headlight,2,51,102
PO01147,4/14/2024,2516,Coolant,2,42.26,84.52
PO01148,4/14/2024,2516,Engine Oil,2,46.19,92.38
PO01149,4/14/2024,2516,Belt,3,36.52,109.56
PO01150,4/15/2024,2516,Fuse,4,6.06,24.24
PO01151,4/15/2024,2516,Oil Filter,3,13.15,39.45
PO01152,4/15/2024,2516,Coolant,3,30.08,90.24
PO01153,4/24/2024,2516,Oil Filter,2,10.28,20.56
PO01154,4/24/2024,2516,Fuse,3,6.84,20.52
PO01155,4/2/2024,2516,Fuse,1,8.1,8.1
PO01156,4/20/2024,2516,Air Filter,4,10.81,43.24
PO01157,4/20/2024,2516,Transmission Fluid,3,41.37,124.11
PO01158,4/20/2024,2516,Tire,3,576.67,1730.01
PO01159,4/27/2024,2517,Engine Oil,2,63.93,127.86
PO01160,4/27/2024,2517,Coolant,4,41.06,164.24
PO01161,4/27/2024,2517,Air Hose,2,23.4,46.8
PO01162,4/23/2024,2517,Coolant,1,41.4,41.4
PO01163,4/23/2024,2517,Transmission Fluid,1,30.2,30.2
PO01164,4/23/2024,2517,Tire,2,375.39,750.78
PO01165,4/28/2024,2517,Engine Oil,2,30.14,60.28
PO01166,4/28/2024,2517,Suspension Kit,2,372.39,744.78
PO01167,4/28/2024,2517,Tire,2,433.48,866.96
PO01168,4/19/2024,2517,Fuel Filter,4,24.88,99.52
PO01169,4/27/2024,2517,Engine Oil,4,35.19,140.76
PO01170,4/5/2024,2517,Transmission Fluid,1,58.24,58.24
PO01171,4/12/2024,2517,Belt,1,44.9,44.9
PO01172,4/24/2024,2517,Transmission Fluid,3,30.05,90.15
PO01173,4/24/2024,2517,Suspension Kit,1,247.06,247.06
PO01174,4/24/2024,2517,Turbocharger,2,1103.37,2206.74
PO01175,4/4/2024,2517,Brake Pads,4,147.8,591.2
PO01176,4/4/2024,2517,Fuel Filter,4,22.91,91.64
PO01177,4/28/2024,2518,Transmission Fluid,4,58.59,234.36
PO01178,4/28/2024,2518,Coolant,3,46.91,140.73
PO01179,4/28/2024,2518,Air Filter,2,17.39,34.78
PO01180,4/1/2024,2518,Coolant,1,33.8,33.8
PO01181,4/24/2024,2518,Transmission Fluid,1,50.45,50.45
PO01182,4/12/2024,2518,Engine Oil,4,64.28,257.12
PO01183,4/12/2024,2518,Headlight,4,76.56,306.24
PO01184,4/12/2024,2518,Belt,3,24.17,72.51
PO01185,4/7/2024,2518,Suspension Kit,2,211.73,423.46
PO01186,4/7/2024,2518,Air Hose,2,33.26,66.52
PO01187,4/7/2024,2518,EGR Valve,4,177.98,711.92
PO01188,4/21/2024,2518,Coolant,1,47.28,47.28
PO01189,4/21/2024,2518,Belt,3,38.33,114.99
PO01190,4/21/2024,2518,Suspension Kit,2,259.51,519.02
PO01191,4/7/2024,2518,Brake Pads,2,59.31,118.62
PO01192,4/7/2024,2518,Oil Filter,2,5.64,11.28
PO01193,4/17/2024,2518,Coolant,3,34.83,104.49
PO01194,4/17/2024,2518,Belt,1,20.42,20.42
PO01195,4/14/2024,2518,EGR Valve,3,165.87,497.61
PO01196,4/14/2024,2518,Air Hose,3,27.37,82.11
PO01197,4/14/2024,2518,Air Filter,3,14.62,43.86
PO01198,4/6/2024,2519,Air Hose,4,27.99,111.96
PO01199,4/6/2024,2519,Turbocharger,4,1296.28,5185.12
PO01200,4/3/2024,2519,Engine Oil,4,55.32,221.28
PO01201,4/3/2024,2519,Coolant,4,49.56,198.24
PO01202,4/3/2024,2519,EGR Valve,4,245.97,983.88
PO01203,4/8/2024,2519,Oil Filter,1,9.29,9.29
PO01204,4/8/2024,2519,Brake Pads,4,54.95,219.8
PO01205,4/8/2024,2519,Transmission Fluid,2,54.78,109.56
PO01206,4/5/2024,2519,Air Filter,4,13.72,54.88
PO01207,4/5/2024,2519,Fuse,3,7.28,21.84
PO01208,4/5/2024,2519,EGR Valve,3,203.7,611.1
PO01209,4/26/2024,2519,Oil Filter,3,7.47,22.41
PO01210,4/26/2024,2519,Fuel Filter,4,23.04,92.16
PO01211,4/26/2024,2519,Suspension Kit,1,244.41,244.41
PO01212,4/10/2024,2519,Tire,4,540.86,2163.44
PO01213,4/10/2024,2519,Transmission Fluid,4,44.35,177.4
PO01214,4/10/2024,2519,Engine Oil,2,33.25,66.5
PO01215,4/1/2024,2519,Belt,4,22.32,89.28
PO01216,4/13/2024,2520,Fuse,4,2.12,8.48
PO01217,4/13/2024,2520,Belt,4,26.73,106.92
PO01218,4/2/2024,2520,Engine Oil,2,30.38,60.76
PO01219,4/2/2024,2520,Suspension Kit,1,200.87,200.87
PO01220,4/18/2024,2520,Headlight,3,84.91,254.73
PO01221,4/18/2024,2520,Fuel Filter,4,10.6,42.4
PO01222,4/18/2024,2520,Suspension Kit,4,237.66,950.64
PO01223,4/21/2024,2520,Transmission Fluid,4,58.44,233.76
PO01224,4/21/2024,2520,Coolant,1,22.98,22.98
PO01225,4/21/2024,2520,Air Hose,3,31.38,94.14
PO01226,4/20/2024,2520,Air Hose,3,34.97,104.91
PO01227,4/20/2024,2520,Transmission Fluid,2,32.01,64.02
PO01228,4/20/2024,2520,Oil Filter,4,10.77,43.08
PO01229,4/1/2024,2520,Suspension Kit,2,246.23,492.46
PO01230,4/1/2024,2520,Oil Filter,3,11.25,33.75
PO01231,4/1/2024,2520,Coolant,3,42.59,127.77
PO01232,4/11/2024,2520,Oil Filter,2,11.78,23.56
PO01233,4/11/2024,2520,Headlight,2,81.44,162.88
PO01234,4/11/2024,2520,Belt,1,46.91,46.91
PO01235,5/24/2024,2501,Belt,4,28.27,113.08
PO01236,5/24/2024,2501,Headlight,4,53.42,213.68
PO01237,5/12/2024,2501,Brake Pads,3,104.93,314.79
PO01238,5/22/2024,2501,Belt,3,44.06,132.18
PO01239,5/22/2024,2501,Fuel Filter,3,14.97,44.91
PO01240,5/22/2024,2501,Tire,4,415.05,1660.2
PO01241,5/23/2024,2501,EGR Valve,4,158,632
PO01242,5/10/2024,2501,Brake Pads,2,51.98,103.96
PO01243,5/10/2024,2501,Engine Oil,1,39.51,39.51
PO01244,5/13/2024,2501,Tire,4,469.86,1879.44
PO01245,5/13/2024,2501,Engine Oil,4,46.85,187.4
PO01246,5/13/2024,2501,Air Hose,4,36.38,145.52
PO01247,5/13/2024,2501,Oil Filter,3,10.34,31.02
PO01248,5/13/2024,2501,Air Hose,1,36.79,36.79
PO01249,5/17/2024,2502,Brake Pads,1,99.47,99.47
PO01250,5/17/2024,2502,Coolant,2,37.94,75.88
PO01251,5/26/2024,2502,Coolant,3,43.79,131.37
PO01252,5/26/2024,2502,Brake Pads,1,51.76,51.76
PO01253,5/20/2024,2502,Headlight,1,47,47
PO01254,5/20/2024,2502,Air Filter,1,12.2,12.2
PO01255,5/20/2024,2502,Air Hose,4,32.32,129.28
PO01256,5/20/2024,2502,Air Filter,1,23.23,23.23
PO01257,5/20/2024,2502,Suspension Kit,2,242.16,484.32
PO01258,5/17/2024,2502,Air Filter,4,14.9,59.6
PO01259,5/17/2024,2502,Tire,4,424.95,1699.8
PO01260,5/17/2024,2502,Oil Filter,2,6.62,13.24
PO01261,5/6/2024,2502,Belt,3,41.76,125.28
PO01262,5/26/2024,2502,Tire,3,520.64,1561.92
PO01263,5/11/2024,2503,EGR Valve,2,237.08,474.16
PO01264,5/11/2024,2503,Turbocharger,1,803.94,803.94
PO01265,5/11/2024,2503,Belt,4,25.31,101.24
PO01266,5/12/2024,2503,EGR Valve,1,224.2,224.2
PO01267,5/12/2024,2503,Engine Oil,1,34.4,34.4
PO01268,5/10/2024,2503,EGR Valve,1,202.29,202.29
PO01269,5/20/2024,2503,Suspension Kit,1,279.67,279.67
PO01270,5/20/2024,2503,Oil Filter,1,7.3,7.3
PO01271,5/11/2024,2503,Headlight,4,53.59,214.36
PO01272,5/11/2024,2503,Brake Pads,4,56.38,225.52
PO01273,5/11/2024,2503,Tire,1,543.99,543.99
PO01274,5/5/2024,2503,Coolant,1,24.51,24.51
PO01275,5/5/2024,2503,Air Hose,2,29.73,59.46
PO01276,5/5/2024,2503,Fuse,2,8.66,17.32
PO01277,5/22/2024,2503,Fuse,4,3.01,12.04
PO01278,5/22/2024,2503,Transmission Fluid,2,53.67,107.34
PO01279,5/28/2024,2503,Air Hose,4,22.29,89.16
PO01280,5/9/2024,2503,Air Hose,1,38.12,38.12
PO01281,5/9/2024,2503,Fuse,2,3.05,6.1
PO01282,5/25/2024,2504,Coolant,1,29.82,29.82
PO01283,5/14/2024,2504,Tire,4,474.33,1897.32
PO01284,5/14/2024,2504,Headlight,2,72.34,144.68
PO01285,5/14/2024,2504,Brake Pads,4,73.52,294.08
PO01286,5/25/2024,2504,Coolant,1,40.47,40.47
PO01287,5/25/2024,2504,EGR Valve,3,161.84,485.52
PO01288,5/25/2024,2504,Turbocharger,1,1406.28,1406.28
PO01289,5/11/2024,2504,Headlight,1,54.08,54.08
PO01290,5/11/2024,2504,Transmission Fluid,1,39.19,39.19
PO01291,5/11/2024,2504,Turbocharger,3,1476.53,4429.59
PO01292,5/2/2024,2504,Suspension Kit,1,224.74,224.74
PO01293,5/2/2024,2504,Headlight,2,89.9,179.8
PO01294,5/2/2024,2504,Turbocharger,4,962.63,3850.52
PO01295,5/17/2024,2504,Brake Pads,3,141.46,424.38
PO01296,5/17/2024,2504,Headlight,1,70.63,70.63
PO01297,5/25/2024,2504,Fuse,2,7.75,15.5
PO01298,5/25/2024,2504,Fuel Filter,4,16.2,64.8
PO01299,5/25/2024,2504,Brake Pads,1,149.93,149.93
PO01300,5/15/2024,2504,EGR Valve,3,212.02,636.06
PO01301,5/15/2024,2504,Engine Oil,4,40.08,160.32
PO01302,5/15/2024,2504,Turbocharger,4,1318.87,5275.48
PO01303,5/8/2024,2504,EGR Valve,3,214.08,642.24
PO01304,5/17/2024,2504,Coolant,2,23.98,47.96
PO01305,5/17/2024,2504,Oil Filter,3,13.8,41.4
PO01306,5/28/2024,2504,Fuel Filter,3,12.94,38.82
PO01307,5/10/2024,2505,EGR Valve,4,252.52,1010.08
PO01308,5/15/2024,2505,Fuse,3,3.53,10.59
PO01309,5/15/2024,2505,Engine Oil,4,75.18,300.72
PO01310,5/5/2024,2505,Transmission Fluid,2,30.44,60.88
PO01311,5/5/2024,2505,Tire,3,508.02,1524.06
PO01312,5/5/2024,2505,Suspension Kit,3,355.93,1067.79
PO01313,5/13/2024,2505,Turbocharger,2,1059.58,2119.16
PO01314,5/4/2024,2505,Fuse,3,5.6,16.8
PO01315,5/19/2024,2505,Air Filter,3,15.42,46.26
PO01316,5/22/2024,2505,Suspension Kit,2,390.31,780.62
PO01317,5/22/2024,2505,Turbocharger,4,1085.67,4342.68
PO01318,5/3/2024,2505,Fuel Filter,1,10.07,10.07
PO01319,5/3/2024,2505,Coolant,1,34.68,34.68
PO01320,5/27/2024,2506,Engine Oil,4,51.41,205.64
PO01321,5/27/2024,2506,Turbocharger,2,832.74,1665.48
PO01322,5/11/2024,2506,Suspension Kit,4,276.13,1104.52
PO01323,5/11/2024,2506,Fuel Filter,1,28.89,28.89
PO01324,5/17/2024,2506,EGR Valve,4,231,924
PO01325,5/10/2024,2506,Suspension Kit,4,349.93,1399.72
PO01326,5/10/2024,2506,Oil Filter,4,5.24,20.96
PO01327,5/11/2024,2506,EGR Valve,3,157.96,473.88
PO01328,5/11/2024,2506,Oil Filter,2,9.64,19.28
