WorkOrderID,Date,TruckID,DriverID,IssueType,RepairReason,LaborHours,Mechanic,IsWarranty,VendorUsed,LaborCost,PartsCost,TotalCost
WO01242,6/1/2024,2514,14,Reactive,Transmission Trouble,4.28,Assistant,FALSE,FALSE,94.16,64.64,158.8
WO01243,6/14/2024,2514,14,Reactive,Coolant Leak,1.61,Lead_1,FALSE,FALSE,64.4,767.92,832.32
WO01244,6/24/2024,2514,14,Reactive,Tire Repair,4.31,Lead_1,FALSE,FALSE,172.4,662.44,834.84
WO01245,6/1/2024,2514,14,Reactive,EGR Valve Replacement,2.81,Vendor,FALSE,TRUE,0,84.41,84.41
WO01246,6/25/2024,2515,15,Reactive,Tire Repair,1.54,Lead_2,FALSE,FALSE,61.6,266.84,328.44
WO01247,6/13/2024,2515,15,Reactive,Blown Tire - Curb Damage,3.35,Lead_2,FALSE,FALSE,134,326.47,460.47
WO01248,6/21/2024,2515,15,Reactive,Check Engine Light,0.52,Assistant,FALSE,FALSE,11.44,652.33,663.77
WO01249,6/19/2024,2515,15,Reactive,Air Hose Leak,2.94,Lead_2,FALSE,FALSE,117.6,755.05,872.65
WO01250,6/9/2024,2515,15,Preventative,Oil Change,2.3,Lead_1,FALSE,FALSE,92,560.47,652.47
WO01251,6/17/2024,2515,15,Preventative,Brake Pad Replacement,4.32,Assistant,FALSE,FALSE,95.04,204.64,299.68
WO01252,6/7/2024,2515,15,Preventative,Tire Replacement,4.41,Lead_2,FALSE,FALSE,176.4,685.59,861.99
WO01253,6/12/2024,2515,15,Reactive,Engine Overheating,1.59,Vendor,FALSE,TRUE,0,100.93,100.93
WO01254,6/18/2024,2516,16,Preventative,Oil Change,1.03,Lead_2,FALSE,FALSE,41.2,684.44,725.64
WO01255,6/11/2024,2516,16,Preventative,Air Filter Replacement,1.89,Lead_2,FALSE,FALSE,75.6,356.81,432.41
WO01256,6/15/2024,2516,16,Preventative,Oil Change,2.56,Tech_1,FALSE,FALSE,81.92,641.38,723.3
WO01257,6/13/2024,2516,16,Reactive,Transmission Trouble,1.4,Lead_2,FALSE,FALSE,56,413.51,469.51
WO01258,6/15/2024,2516,16,Preventative,Air Filter Replacement,1.23,Assistant,FALSE,FALSE,27.06,420.03,447.09
WO01259,6/16/2024,2516,16,Reactive,Turbo Failure,3.95,Lead_1,FALSE,FALSE,158,128.77,286.77
WO01260,6/18/2024,2516,16,Reactive,Blown Tire - Curb Damage,3.37,Tech_1,FALSE,FALSE,107.84,310.19,418.03
WO01261,6/18/2024,2516,16,Preventative,Air Filter Replacement,2.82,Lead_2,FALSE,FALSE,112.8,580.17,692.97
WO01262,6/8/2024,2516,16,Reactive,Turbo Failure,1.49,Lead_2,FALSE,FALSE,59.6,291.48,351.08
WO01263,6/4/2024,2516,16,Reactive,Engine Overheating,4.06,Assistant,FALSE,FALSE,89.32,145.29,234.61
WO01264,6/22/2024,2517,17,Preventative,Brake Pad Replacement,1.42,Vendor,FALSE,TRUE,0,103,103
WO01265,6/15/2024,2517,17,Preventative,Tire Replacement,1.76,Lead_2,FALSE,FALSE,70.4,403,473.4
WO01266,6/5/2024,2517,17,Reactive,Fuel System Issue,3.56,Vendor,FALSE,TRUE,0,420.98,420.98
WO01267,6/2/2024,2517,17,Reactive,Tire Repair,4.43,Lead_1,FALSE,FALSE,177.2,208.45,385.65
WO01268,6/9/2024,2517,17,Reactive,Fuel System Issue,0.85,Lead_2,FALSE,FALSE,34,547.96,581.96
WO01269,6/6/2024,2517,17,Reactive,Coolant Leak,1.61,Lead_1,FALSE,FALSE,64.4,328.43,392.83
WO01270,6/15/2024,2517,17,Preventative,Oil Change,2.34,Tech_1,FALSE,FALSE,74.88,189.72,264.6
WO01271,6/22/2024,2517,17,Reactive,Air Hose Leak,0.78,Vendor,FALSE,TRUE,0,397.17,397.17
WO01272,6/17/2024,2517,17,Reactive,Electrical Fault,1,Assistant,FALSE,FALSE,22,245.99,267.99
WO01273,6/17/2024,2517,17,Preventative,Brake Pad Replacement,3.39,Tech_1,FALSE,FALSE,108.48,25.77,134.25
WO01274,6/13/2024,2517,17,Preventative,Tire Replacement,4.41,Lead_1,FALSE,FALSE,176.4,764.64,941.04
WO01275,6/4/2024,2518,18,Preventative,Brake Pad Replacement,1.77,Vendor,FALSE,TRUE,0,228.1,228.1
WO01276,6/12/2024,2518,18,Reactive,Tire Repair,3.49,Vendor,FALSE,TRUE,0,29.83,29.83
WO01277,6/6/2024,2518,18,Reactive,Air Hose Leak,0.74,Lead_1,FALSE,FALSE,29.6,567.22,596.82
WO01278,6/25/2024,2518,18,Reactive,Suspension Issue,1.2,Lead_2,FALSE,FALSE,48,695.66,743.66
WO01279,6/22/2024,2518,18,Preventative,Tire Replacement,1.68,Tech_2,FALSE,FALSE,53.76,368.13,421.89
WO01280,6/24/2024,2518,18,Reactive,Blown Tire - Curb Damage,0.71,Assistant,FALSE,FALSE,15.62,101.44,117.06
WO01281,6/13/2024,2518,18,Reactive,Broken Headlight,1.13,Lead_1,FALSE,FALSE,45.2,606.4,651.6
WO01282,6/16/2024,2518,18,Reactive,Check Engine Light,1.54,Vendor,FALSE,TRUE,0,424.26,424.26
WO01283,6/7/2024,2519,19,Preventative,Air Filter Replacement,3.36,Tech_2,FALSE,FALSE,107.52,366.81,474.33
WO01284,6/11/2024,2519,19,Reactive,Tire Repair,4.22,Tech_2,FALSE,FALSE,135.04,117.2,252.24
WO01285,6/20/2024,2519,19,Preventative,Tire Replacement,2.36,Tech_1,FALSE,FALSE,75.52,123.96,199.48
WO01286,6/17/2024,2519,19,Reactive,Tire Repair,1.72,Assistant,FALSE,FALSE,37.84,504.46,542.3
WO01287,6/6/2024,2519,19,Reactive,Transmission Trouble,0.96,Assistant,FALSE,FALSE,21.12,522.25,543.37
WO01288,6/8/2024,2519,19,Reactive,Check Engine Light,2.33,Lead_1,FALSE,FALSE,93.2,432.39,525.59
WO01289,6/7/2024,2519,19,Reactive,Engine Overheating,3.96,Vendor,FALSE,TRUE,0,409.37,409.37
WO01290,6/10/2024,2519,19,Preventative,Brake Pad Replacement,4.5,Assistant,FALSE,FALSE,99,191.86,290.86
WO01291,6/16/2024,2519,19,Preventative,Air Filter Replacement,4.01,Vendor,FALSE,TRUE,0,431.99,431.99
WO01292,6/9/2024,2519,19,Preventative,Brake Pad Replacement,2.24,Assistant,FALSE,FALSE,49.28,120.69,169.97
WO01293,6/20/2024,2519,19,Reactive,Electrical Fault,0.95,Vendor,FALSE,TRUE,0,58.46,58.46
WO01294,6/10/2024,2520,20,Reactive,Blown Tire - Curb Damage,2.05,Vendor,FALSE,TRUE,0,660.49,660.49
WO01295,6/21/2024,2520,20,Reactive,Engine Overheating,0.95,Tech_1,FALSE,FALSE,30.4,594.02,624.42
WO01296,6/22/2024,2520,20,Reactive,Electrical Fault,4.49,Tech_2,FALSE,FALSE,143.68,225.57,369.25
WO01297,6/20/2024,2520,20,Reactive,Electrical Fault,0.8,Lead_1,FALSE,FALSE,32,193.95,225.95
WO01298,6/7/2024,2520,20,Reactive,Turbo Failure,0.76,Lead_1,FALSE,FALSE,30.4,661.03,691.43
WO01299,6/18/2024,2520,20,Reactive,Blown Tire - Curb Damage,2.66,Tech_2,FALSE,FALSE,85.12,218.97,304.09
WO01300,6/1/2024,2520,20,Reactive,Roadside Repair,0.66,Tech_2,FALSE,FALSE,21.12,302.59,323.71
WO01301,6/18/2024,2520,20,Preventative,Oil Change,3.8,Tech_2,FALSE,FALSE,121.6,689.5,811.1
WO01302,6/2/2024,2520,20,Reactive,Tire Repair,3.06,Lead_1,FALSE,FALSE,122.4,263.09,385.49
WO01303,6/22/2024,2520,20,Reactive,Roadside Repair,4.16,Tech_2,FALSE,FALSE,133.12,785.21,918.33
WO01304,6/5/2024,2520,20,Preventative,Tire Replacement,3.15,Tech_2,FALSE,FALSE,100.8,577.95,678.75
WO01305,6/12/2024,2520,20,Preventative,Oil Change,3.17,Lead_1,FALSE,FALSE,126.8,99.97,226.77
WO01306,6/3/2024,2521,21,Reactive,Blown Tire - Curb Damage,4.06,Lead_1,TRUE,FALSE,0,0,0
WO01307,6/24/2024,2521,21,Reactive,Turbo Failure,2.48,Tech_1,TRUE,FALSE,0,0,0
WO01308,6/2/2024,2521,21,Reactive,Air Hose Leak,3.79,Assistant,TRUE,FALSE,0,0,0
WO01309,6/26/2024,2521,21,Reactive,Check Engine Light,1.05,Lead_2,TRUE,FALSE,0,0,0
WO01310,6/25/2024,2521,21,Reactive,Blown Tire - Curb Damage,1.47,Lead_1,TRUE,FALSE,0,0,0
WO01311,6/21/2024,2521,21,Reactive,Air Hose Leak,1.84,Lead_2,TRUE,FALSE,0,0,0
WO01312,6/8/2024,2521,21,Reactive,Roadside Repair,3.78,Tech_1,TRUE,FALSE,0,0,0
WO01313,6/24/2024,2521,21,Preventative,Oil Change,3.87,Assistant,TRUE,FALSE,0,0,0
WO01314,6/18/2024,2521,21,Preventative,Tire Replacement,2.69,Assistant,TRUE,FALSE,0,0,0
WO01315,6/15/2024,2521,21,Reactive,Air Hose Leak,3.51,Assistant,TRUE,FALSE,0,0,0
WO01316,6/16/2024,2522,22,Reactive,Blown Tire - Curb Damage,1.26,Tech_1,TRUE,FALSE,0,0,0
WO01317,6/5/2024,2522,22,Preventative,Oil Change,2.85,Tech_2,TRUE,FALSE,0,0,0
WO01318,6/8/2024,2522,22,Preventative,Air Filter Replacement,2.6,Assistant,TRUE,FALSE,0,0,0
WO01319,6/16/2024,2522,22,Reactive,Check Engine Light,3.78,Assistant,TRUE,FALSE,0,0,0
WO01320,6/1/2024,2522,22,Reactive,Check Engine Light,1.64,Tech_1,TRUE,FALSE,0,0,0
WO01321,6/27/2024,2522,22,Preventative,Brake Pad Replacement,0.61,Tech_2,TRUE,FALSE,0,0,0
WO01322,6/19/2024,2522,22,Preventative,Brake Pad Replacement,3.85,Assistant,TRUE,FALSE,0,0,0
WO01323,6/8/2024,2522,22,Reactive,Suspension Issue,3.2,Assistant,TRUE,FALSE,0,0,0
WO01324,6/7/2024,2522,22,Reactive,Air Hose Leak,1.64,Tech_2,TRUE,FALSE,0,0,0
WO01325,6/26/2024,2522,22,Preventative,Air Filter Replacement,3.2,Lead_1,TRUE,FALSE,0,0,0
WO01326,6/21/2024,2522,22,Reactive,Broken Headlight,0.81,Lead_1,TRUE,FALSE,0,0,0
WO01327,6/20/2024,2523,23,Preventative,Tire Replacement,1.81,Assistant,TRUE,FALSE,0,0,0
WO01328,6/6/2024,2523,23,Reactive,Check Engine Light,2.97,Lead_2,TRUE,FALSE,0,0,0
WO01329,6/2/2024,2523,23,Preventative,Oil Change,3.14,Tech_2,TRUE,FALSE,0,0,0
WO01330,6/2/2024,2523,23,Preventative,Oil Change,3.49,Tech_2,TRUE,FALSE,0,0,0
WO01331,6/7/2024,2523,23,Reactive,Roadside Repair,1.7,Lead_2,TRUE,FALSE,0,0,0
WO01332,6/1/2024,2523,23,Preventative,Tire Replacement,4.33,Tech_2,TRUE,FALSE,0,0,0
WO01333,6/20/2024,2523,23,Reactive,Roadside Repair,1.34,Tech_1,TRUE,FALSE,0,0,0
WO01334,6/14/2024,2524,24,Reactive,Suspension Issue,1.37,Tech_2,TRUE,FALSE,0,0,0
WO01335,6/12/2024,2524,24,Preventative,Oil Change,2.43,Tech_2,TRUE,FALSE,0,0,0
WO01336,6/24/2024,2524,24,Preventative,Air Filter Replacement,3.54,Tech_2,TRUE,FALSE,0,0,0
WO01337,6/28/2024,2524,24,Preventative,Brake Pad Replacement,1.33,Lead_1,TRUE,FALSE,0,0,0
WO01338,6/27/2024,2524,24,Reactive,Electrical Fault,1.43,Tech_1,TRUE,FALSE,0,0,0
WO01339,6/16/2024,2524,24,Reactive,Check Engine Light,1.9,Tech_2,TRUE,FALSE,0,0,0
WO01340,6/1/2024,2524,24,Reactive,Suspension Issue,1.74,Tech_1,TRUE,FALSE,0,0,0
WO01341,6/11/2024,2524,24,Reactive,Roadside Repair,1.16,Tech_1,TRUE,FALSE,0,0,0
WO01342,6/18/2024,2525,25,Reactive,Turbo Failure,4.12,Tech_1,TRUE,FALSE,0,0,0
WO01343,6/18/2024,2525,25,Reactive,Check Engine Light,1.51,Lead_2,TRUE,FALSE,0,0,0
WO01344,6/3/2024,2525,25,Preventative,Brake Pad Replacement,4.01,Tech_2,TRUE,FALSE,0,0,0
WO01345,6/1/2024,2525,25,Preventative,Air Filter Replacement,3.13,Lead_1,TRUE,FALSE,0,0,0
WO01346,6/9/2024,2525,25,Reactive,Broken Headlight,1.39,Lead_1,TRUE,FALSE,0,0,0
WO01347,6/20/2024,2525,25,Reactive,Tire Repair,4.28,Lead_1,TRUE,FALSE,0,0,0
WO01348,6/28/2024,2525,25,Reactive,Coolant Leak,2.38,Lead_1,TRUE,FALSE,0,0,0
WO01349,6/3/2024,2525,25,Preventative,Tire Replacement,0.87,Tech_2,TRUE,FALSE,0,0,0
WO01350,7/23/2024,2501,1,Preventative,Air Filter Replacement,3.68,Lead_1,FALSE,FALSE,147.2,130.28,277.48
WO01351,7/22/2024,2501,1,Reactive,Tire Repair,3.86,Tech_1,FALSE,FALSE,123.52,445.09,568.61
WO01352,7/4/2024,2501,1,Reactive,Roadside Repair,1.92,Lead_2,FALSE,FALSE,76.8,531.54,608.34
WO01353,7/22/2024,2501,1,Preventative,Brake Pad Replacement,0.72,Assistant,FALSE,FALSE,15.84,33.78,49.62
WO01354,7/22/2024,2501,1,Preventative,Air Filter Replacement,2.54,Lead_1,FALSE,FALSE,101.6,129.66,231.26
WO01355,7/14/2024,2501,1,Preventative,Tire Replacement,0.53,Assistant,FALSE,FALSE,11.66,384.27,395.93
WO01356,7/3/2024,2502,2,Preventative,Brake Pad Replacement,4.05,Vendor,FALSE,TRUE,0,234.52,234.52
WO01357,7/9/2024,2502,2,Reactive,Transmission Trouble,2.03,Assistant,FALSE,FALSE,44.66,511.9,556.56
WO01358,7/7/2024,2502,2,Preventative,Brake Pad Replacement,2.79,Vendor,FALSE,TRUE,0,96.71,96.71
WO01359,7/10/2024,2502,2,Reactive,Roadside Repair,1.46,Lead_1,FALSE,FALSE,58.4,506.81,565.21
WO01360,7/4/2024,2502,2,Preventative,Oil Change,4.15,Tech_2,FALSE,FALSE,132.8,513.88,646.68
WO01361,7/14/2024,2502,2,Preventative,Tire Replacement,3.67,Tech_1,FALSE,FALSE,117.44,550.84,668.28
WO01362,7/18/2024,2503,3,Reactive,Tire Repair,4.09,Vendor,FALSE,TRUE,0,749.63,749.63
WO01363,7/3/2024,2503,3,Preventative,Tire Replacement,0.93,Lead_1,FALSE,FALSE,37.2,33.19,70.39
WO01364,7/18/2024,2503,3,Reactive,Roadside Repair,0.53,Tech_1,FALSE,FALSE,16.96,648.29,665.25
WO01365,7/13/2024,2503,3,Preventative,Brake Pad Replacement,4.36,Assistant,FALSE,FALSE,95.92,734.34,830.26
WO01366,7/12/2024,2503,3,Reactive,Suspension Issue,4.45,Tech_1,FALSE,FALSE,142.4,288.56,430.96
WO01367,7/10/2024,2503,3,Preventative,Air Filter Replacement,0.9,Tech_1,FALSE,FALSE,28.8,231.94,260.74
WO01368,7/3/2024,2503,3,Preventative,Brake Pad Replacement,0.87,Lead_1,FALSE,FALSE,34.8,331.56,366.36
WO01369,7/3/2024,2503,3,Reactive,Electrical Fault,1.17,Assistant,FALSE,FALSE,25.74,789.22,814.96
WO01370,7/23/2024,2503,3,Preventative,Oil Change,1.07,Vendor,FALSE,TRUE,0,533.2,533.2
WO01371,7/12/2024,2504,4,Reactive,Transmission Trouble,1.72,Lead_2,FALSE,FALSE,68.8,396.85,465.65
WO01372,7/10/2024,2504,4,Reactive,Fuel System Issue,1.2,Lead_2,FALSE,FALSE,48,301.75,349.75
WO01373,7/5/2024,2504,4,Reactive,Coolant Leak,2.83,Vendor,FALSE,TRUE,0,253.9,253.9
WO01374,7/3/2024,2504,4,Reactive,Tire Repair,2.23,Lead_2,FALSE,FALSE,89.2,641.18,730.38
WO01375,7/26/2024,2504,4,Reactive,Blown Tire - Curb Damage,3.36,Lead_1,FALSE,FALSE,134.4,214.06,348.46
WO01376,7/2/2024,2504,4,Preventative,Tire Replacement,0.87,Vendor,FALSE,TRUE,0,33,33
WO01377,7/22/2024,2504,4,Preventative,Brake Pad Replacement,1.88,Assistant,FALSE,FALSE,41.36,154.75,196.11
WO01378,7/8/2024,2504,4,Reactive,Blown Tire - Curb Damage,1.27,Tech_1,FALSE,FALSE,40.64,579.55,620.19
WO01379,7/19/2024,2504,4,Preventative,Tire Replacement,1.08,Lead_1,FALSE,FALSE,43.2,26.72,69.92
WO01380,7/8/2024,2504,4,Reactive,Electrical Fault,2.6,Tech_1,FALSE,FALSE,83.2,175.71,258.91
WO01381,7/7/2024,2504,4,Reactive,Suspension Issue,4.01,Vendor,FALSE,TRUE,0,229.97,229.97
WO01382,7/16/2024,2504,4,Reactive,Transmission Trouble,1.34,Lead_2,FALSE,FALSE,53.6,204.64,258.24
WO01383,7/21/2024,2505,5,Reactive,Engine Overheating,1.53,Tech_2,FALSE,FALSE,48.96,696.27,745.23
WO01384,7/1/2024,2505,5,Reactive,Check Engine Light,3.3,Vendor,FALSE,TRUE,0,63.47,63.47
WO01385,7/26/2024,2505,5,Preventative,Tire Replacement,2.42,Assistant,FALSE,FALSE,53.24,398.99,452.23
WO01386,7/6/2024,2505,5,Preventative,Brake Pad Replacement,4.12,Assistant,FALSE,FALSE,90.64,20.58,111.22
WO01387,7/18/2024,2505,5,Reactive,Broken Headlight,1.27,Assistant,FALSE,FALSE,27.94,381.87,409.81
WO01388,7/26/2024,2505,5,Reactive,Roadside Repair,4.31,Lead_1,FALSE,FALSE,172.4,435.78,608.18
WO01389,7/3/2024,2505,5,Reactive,Electrical Fault,2.33,Assistant,FALSE,FALSE,51.26,136.56,187.82
WO01390,7/25/2024,2505,5,Reactive,Electrical Fault,3.61,Tech_1,FALSE,FALSE,115.52,191.97,307.49
WO01391,7/15/2024,2505,5,Reactive,Tire Repair,4.23,Lead_1,FALSE,FALSE,169.2,747.43,916.63
WO01392,7/6/2024,2506,6,Preventative,Tire Replacement,3.92,Vendor,FALSE,TRUE,0,299.83,299.83
WO01393,7/17/2024,2506,6,Reactive,Fuel System Issue,1.73,Tech_1,FALSE,FALSE,55.36,770.53,825.89
WO01394,7/3/2024,2506,6,Preventative,Brake Pad Replacement,3.61,Tech_1,FALSE,FALSE,115.52,545.27,660.79
WO01395,7/18/2024,2506,6,Preventative,Air Filter Replacement,0.6,Tech_1,FALSE,FALSE,19.2,337.38,356.58
WO01396,7/24/2024,2506,6,Preventative,Tire Replacement,3.24,Tech_1,FALSE,FALSE,103.68,185.42,289.1
WO01397,7/3/2024,2506,6,Reactive,Electrical Fault,1.33,Vendor,FALSE,TRUE,0,741.55,741.55
WO01398,7/16/2024,2506,6,Reactive,Blown Tire - Curb Damage,1.87,Lead_2,FALSE,FALSE,74.8,284.04,358.84
WO01399,7/23/2024,2506,6,Reactive,EGR Valve Replacement,2.13,Lead_2,FALSE,FALSE,85.2,784.6,869.8
WO01400,7/14/2024,2507,7,Reactive,Suspension Issue,0.99,Vendor,FALSE,TRUE,0,513.81,513.81
WO01401,7/18/2024,2507,7,Preventative,Tire Replacement,3.74,Tech_2,FALSE,FALSE,119.68,332.28,451.96
WO01402,7/10/2024,2507,7,Preventative,Air Filter Replacement,0.65,Lead_1,FALSE,FALSE,26,82.92,108.92
WO01403,7/17/2024,2507,7,Reactive,Blown Tire - Curb Damage,4.25,Vendor,FALSE,TRUE,0,663.92,663.92
WO01404,7/12/2024,2507,7,Preventative,Brake Pad Replacement,4.37,Lead_1,FALSE,FALSE,174.8,135.32,310.12
WO01405,7/21/2024,2507,7,Reactive,Roadside Repair,1.1,Vendor,FALSE,TRUE,0,439.31,439.31
WO01406,7/1/2024,2507,7,Preventative,Brake Pad Replacement,4.43,Assistant,FALSE,FALSE,97.46,438.45,535.91
WO01407,7/23/2024,2508,8,Preventative,Brake Pad Replacement,0.56,Lead_2,FALSE,FALSE,22.4,58.62,81.02
WO01408,7/5/2024,2508,8,Reactive,Engine Overheating,2.67,Vendor,FALSE,TRUE,0,378.46,378.46
WO01409,7/6/2024,2508,8,Reactive,Air Hose Leak,3.56,Vendor,FALSE,TRUE,0,183.95,183.95
WO01410,7/9/2024,2508,8,Preventative,Air Filter Replacement,1.19,Tech_2,FALSE,FALSE,38.08,700.47,738.55
WO01411,7/12/2024,2508,8,Reactive,Broken Headlight,3.07,Vendor,FALSE,TRUE,0,614.78,614.78
WO01412,7/2/2024,2508,8,Reactive,Electrical Fault,3.71,Lead_2,FALSE,FALSE,148.4,657.9,806.3
WO01413,7/21/2024,2508,8,Reactive,Roadside Repair,3.44,Tech_1,FALSE,FALSE,110.08,695.83,805.91
WO01414,7/24/2024,2508,8,Reactive,Check Engine Light,0.86,Tech_1,FALSE,FALSE,27.52,346.03,373.55
WO01415,7/10/2024,2509,9,Reactive,Engine Overheating,0.86,Vendor,FALSE,TRUE,0,224.9,224.9
WO01416,7/15/2024,2509,9,Reactive,Tire Repair,0.56,Vendor,FALSE,TRUE,0,500.62,500.62
WO01417,7/28/2024,2509,9,Preventative,Tire Replacement,1.43,Assistant,FALSE,FALSE,31.46,518.58,550.04
WO01418,7/22/2024,2509,9,Preventative,Tire Replacement,3.71,Lead_1,FALSE,FALSE,148.4,320.38,468.78
WO01419,7/4/2024,2509,9,Reactive,Broken Headlight,2.21,Vendor,FALSE,TRUE,0,145.47,145.47
WO01420,7/18/2024,2509,9,Reactive,Tire Repair,2.83,Lead_2,FALSE,FALSE,113.2,81.57,194.77
WO01421,7/21/2024,2509,9,Reactive,Roadside Repair,4.3,Lead_2,FALSE,FALSE,172,437.84,609.84
WO01422,7/20/2024,2509,9,Reactive,Broken Headlight,1.86,Assistant,FALSE,FALSE,40.92,648.26,689.18
WO01423,7/14/2024,2509,9,Preventative,Oil Change,2.85,Lead_1,FALSE,FALSE,114,748.94,862.94
WO01424,7/22/2024,2509,9,Reactive,Check Engine Light,3.68,Lead_1,FALSE,FALSE,147.2,399.46,546.66
WO01425,7/25/2024,2510,10,Preventative,Air Filter Replacement,4.3,Tech_1,FALSE,FALSE,137.6,257.98,395.58
WO01426,7/26/2024,2510,10,Preventative,Air Filter Replacement,1.34,Tech_2,FALSE,FALSE,42.88,557.87,600.75
WO01427,7/3/2024,2510,10,Reactive,Check Engine Light,1.93,Tech_2,FALSE,FALSE,61.76,368.9,430.66
WO01428,7/18/2024,2510,10,Preventative,Tire Replacement,1.24,Tech_2,FALSE,FALSE,39.68,408.06,447.74
WO01429,7/27/2024,2510,10,Reactive,Suspension Issue,3.34,Assistant,FALSE,FALSE,73.48,36.5,109.98
WO01430,7/3/2024,2510,10,Reactive,Coolant Leak,3.39,Tech_2,FALSE,FALSE,108.48,757.34,865.82
WO01431,7/13/2024,2510,10,Reactive,Suspension Issue,3.91,Vendor,FALSE,TRUE,0,174.59,174.59
WO01432,7/22/2024,2510,10,Preventative,Brake Pad Replacement,2.22,Tech_1,FALSE,FALSE,71.04,167.41,238.45
WO01433,7/10/2024,2510,10,Preventative,Brake Pad Replacement,1.44,Lead_2,FALSE,FALSE,57.6,116.38,173.98
WO01434,7/22/2024,2511,11,Reactive,Fuel System Issue,0.64,Assistant,FALSE,FALSE,14.08,119.24,133.32
WO01435,7/5/2024,2511,11,Reactive,Fuel System Issue,4.46,Lead_1,FALSE,FALSE,178.4,226.74,405.14
WO01436,7/10/2024,2511,11,Reactive,Coolant Leak,0.94,Tech_1,FALSE,FALSE,30.08,319.04,349.12
WO01437,7/11/2024,2511,11,Reactive,Transmission Trouble,2.54,Tech_2,FALSE,FALSE,81.28,254.05,335.33
WO01438,7/12/2024,2511,11,Reactive,Broken Headlight,1.3,Lead_1,FALSE,FALSE,52,706.52,758.52
WO01439,7/11/2024,2511,11,Preventative,Oil Change,0.91,Vendor,FALSE,TRUE,0,340.19,340.19
WO01440,7/18/2024,2511,11,Preventative,Air Filter Replacement,2.63,Assistant,FALSE,FALSE,57.86,387.63,445.49
WO01441,7/2/2024,2511,11,Preventative,Air Filter Replacement,3.63,Tech_2,FALSE,FALSE,116.16,151.13,267.29
WO01442,7/18/2024,2511,11,Preventative,Oil Change,4.47,Assistant,FALSE,FALSE,98.34,156.41,254.75
WO01443,7/12/2024,2511,11,Reactive,Check Engine Light,0.75,Vendor,FALSE,TRUE,0,166.13,166.13
WO01444,7/25/2024,2512,12,Reactive,Suspension Issue,1.04,Lead_1,FALSE,FALSE,41.6,672.14,713.74
WO01445,7/28/2024,2512,12,Reactive,Roadside Repair,3.42,Vendor,FALSE,TRUE,0,713.22,713.22
WO01446,7/28/2024,2512,12,Reactive,Coolant Leak,4.45,Tech_2,FALSE,FALSE,142.4,63.62,206.02
WO01447,7/26/2024,2512,12,Preventative,Tire Replacement,1.62,Assistant,FALSE,FALSE,35.64,308.13,343.77
WO01448,7/2/2024,2512,12,Reactive,Blown Tire - Curb Damage,4.03,Vendor,FALSE,TRUE,0,465.91,465.91
WO01449,7/2/2024,2512,12,Preventative,Tire Replacement,1.34,Lead_1,FALSE,FALSE,53.6,110.74,164.34
WO01450,7/28/2024,2512,12,Preventative,Tire Replacement,0.56,Lead_2,FALSE,FALSE,22.4,300.88,323.28
WO01451,7/24/2024,2512,12,Preventative,Air Filter Replacement,3.29,Vendor,FALSE,TRUE,0,521.39,521.39
WO01452,7/2/2024,2512,12,Reactive,EGR Valve Replacement,3.05,Vendor,FALSE,TRUE,0,130.17,130.17
WO01453,7/18/2024,2512,12,Reactive,Engine Overheating,0.79,Lead_2,FALSE,FALSE,31.6,568.56,600.16
WO01454,7/23/2024,2512,12,Reactive,Blown Tire - Curb Damage,1.55,Tech_1,FALSE,FALSE,49.6,618.48,668.08
WO01455,7/10/2024,2512,12,Preventative,Brake Pad Replacement,2.11,Tech_1,FALSE,FALSE,67.52,59.95,127.47
WO01456,7/22/2024,2513,13,Preventative,Air Filter Replacement,1.9,Tech_1,FALSE,FALSE,60.8,622.82,683.62
WO01457,7/17/2024,2513,13,Preventative,Brake Pad Replacement,2.76,Lead_1,FALSE,FALSE,110.4,31.94,142.34
WO01458,7/5/2024,2513,13,Reactive,Transmission Trouble,1.26,Lead_1,FALSE,FALSE,50.4,306.04,356.44
WO01459,7/28/2024,2513,13,Preventative,Oil Change,4.32,Tech_2,FALSE,FALSE,138.24,74.92,213.16
WO01460,7/12/2024,2513,13,Preventative,Tire Replacement,4.15,Tech_2,FALSE,FALSE,132.8,452.2,585
WO01461,7/15/2024,2513,13,Preventative,Tire Replacement,3.08,Lead_2,FALSE,FALSE,123.2,527.57,650.77
WO01462,7/3/2024,2513,13,Preventative,Tire Replacement,1.36,Lead_2,FALSE,FALSE,54.4,192.44,246.84
WO01463,7/26/2024,2514,14,Reactive,Coolant Leak,1.18,Tech_2,FALSE,FALSE,37.76,166.27,204.03
WO01464,7/25/2024,2514,14,Reactive,Fuel System Issue,2.36,Vendor,FALSE,TRUE,0,155.7,155.7
WO01465,7/16/2024,2514,14,Preventative,Tire Replacement,2.05,Vendor,FALSE,TRUE,0,49.03,49.03
WO01466,7/28/2024,2514,14,Reactive,Air Hose Leak,1.36,Assistant,FALSE,FALSE,29.92,113.98,143.9
WO01467,7/22/2024,2514,14,Preventative,Air Filter Replacement,3.87,Assistant,FALSE,FALSE,85.14,410.68,495.82
WO01468,7/22/2024,2514,14,Reactive,Blown Tire - Curb Damage,4.1,Tech_1,FALSE,FALSE,131.2,753.89,885.09
WO01469,7/2/2024,2514,14,Reactive,Roadside Repair,2.7,Vendor,FALSE,TRUE,0,480.88,480.88
WO01470,7/23/2024,2514,14,Reactive,Suspension Issue,2.93,Tech_2,FALSE,FALSE,93.76,682.59,776.35
